timestamp,latitude,longitude,speed,fuel_level,engine_temp,accelerometer_x,accelerometer_y,accelerometer_z,head_position_X,eye_closed_duration,driver_state,vehicle_health,vehicle_type
2024-01-01 08:17:35,37.782166,-122.423915,130,20.34,104,1.95,0.5,1.7,Straight,0.46,awake,normal,truck
2024-01-01 08:17:40,37.777641,-122.417083,43,73.92,91,1.65,1.08,1.63,Straight,1.38,awake,normal,SUV
2024-01-01 08:17:45,37.774743,-122.425667,133,60.87,60,0.95,2.26,2.5,Right,0.63,awake,normal,sedan
2024-01-01 08:17:50,37.780512,-122.425573,109,99.66,78,-2.06,-1.81,-0.13,Straight,2.11,drowsy,normal,sedan
2024-01-01 08:17:55,37.774894,-122.423645,17,95.96,122,-2.86,1.36,0.33,Left,0.58,awake,needs_maintenance,truck
2024-01-01 08:18:00,37.773677,-122.428393,55,93.68,74,-0.53,2.62,1.6,Right,1.49,distracted,normal,sedan
2024-01-01 08:18:05,37.777094,-122.416723,14,35.77,99,1.46,0.69,0.96,Left,1.16,distracted,normal,SUV
2024-01-01 08:18:10,37.779307,-122.428085,27,75.94,84,2.36,-1.84,0.2,Left,1.84,distracted,normal,SUV
2024-01-01 08:18:15,37.766232,-122.417485,136,83.97,106,0.44,2.69,1.38,Right,2.16,drowsy,normal,truck
2024-01-01 08:18:20,37.77412,-122.420817,15,74.98,66,-1.43,2.71,-2.77,Right,2.83,drowsy,normal,sedan
2024-01-01 08:18:25,37.771868,-122.414289,139,62.74,69,0.24,-0.24,-1.5,Right,1.72,distracted,normal,sedan
2024-01-01 08:18:30,37.766436,-122.428425,102,26.63,99,-0.85,1.67,1.57,Straight,0.83,awake,normal,SUV
2024-01-01 08:18:35,37.768268,-122.419086,111,87.43,122,1.84,-2.45,-2.07,Straight,1.09,awake,needs_maintenance,truck
2024-01-01 08:18:40,37.773448,-122.422179,5,13.48,110,-0.42,-1.68,1.41,Right,2.85,drowsy,needs_maintenance,truck
2024-01-01 08:18:45,37.774066,-122.414295,89,21.31,86,-0.43,2.35,-0.21,Left,1.58,distracted,normal,SUV
2024-01-01 08:18:50,37.776838,-122.414821,15,50.15,80,2.61,-1.97,2.55,Right,1.6,distracted,normal,SUV
2024-01-01 08:18:55,37.77193,-122.418266,107,19.05,129,-1.86,1.48,1.59,Left,0.84,awake,needs_maintenance,truck
2024-01-01 08:19:00,37.773017,-122.418251,34,32.59,66,-1.43,2.19,-0.81,Right,1.17,distracted,normal,SUV
2024-01-01 08:19:05,37.776536,-122.425761,0,21.56,89,0.47,2.18,0.61,Left,2.23,drowsy,normal,SUV
2024-01-01 08:19:10,37.768141,-122.419842,88,85.19,65,-0.32,0.32,-0.43,Straight,0.43,awake,normal,sedan
2024-01-01 08:19:15,37.77625,-122.415598,128,97.38,73,1.04,-2.02,1.64,Right,0.1,awake,normal,sedan
2024-01-01 08:19:20,37.769326,-122.414169,4,55.79,101,-1.46,-1.77,0.98,Straight,1.59,awake,normal,truck
2024-01-01 08:19:25,37.776989,-122.412647,44,38.34,92,-0.57,0.3,-2.17,Straight,0.3,awake,normal,SUV
2024-01-01 08:19:30,37.765618,-122.416429,95,39.56,72,-0.84,1.25,0.24,Left,1.27,distracted,normal,SUV
2024-01-01 08:19:35,37.781098,-122.411237,107,95.02,65,-0.16,2.17,-2.46,Right,0.82,awake,normal,sedan
2024-01-01 08:19:40,37.774027,-122.416812,21,52.89,74,-1.91,2.43,2.31,Left,2.16,drowsy,normal,SUV
2024-01-01 08:19:45,37.783377,-122.419738,82,48.67,102,-1.19,2.3,2.07,Right,0.56,awake,normal,truck
2024-01-01 08:19:50,37.768077,-122.415557,17,96.47,61,0.41,0.19,-0.9,Left,2.39,drowsy,normal,sedan
2024-01-01 08:19:55,37.766675,-122.425488,4,92.97,126,-1.1,2.56,2.25,Straight,1.59,awake,needs_maintenance,truck
2024-01-01 08:20:00,37.774192,-122.41014,116,27.62,105,2.79,-2.98,2.79,Straight,0.8,awake,normal,truck
2024-01-01 08:20:05,37.783723,-122.410389,93,64.42,68,0.28,-0.85,0.3,Left,0.35,awake,normal,sedan
2024-01-01 08:20:10,37.765933,-122.427758,82,58.9,63,-2.06,-1.72,-2.03,Left,1.95,distracted,normal,SUV
2024-01-01 08:20:15,37.776593,-122.412907,39,44.53,96,1.75,-1.98,0.43,Straight,2.66,drowsy,normal,SUV
2024-01-01 08:20:20,37.77139,-122.410126,120,35.76,103,1.9,0.99,-2.95,Right,1.57,distracted,normal,truck
2024-01-01 08:20:25,37.779381,-122.410739,28,60.61,118,2.54,0.9,-0.73,Straight,1.17,awake,needs_maintenance,truck
2024-01-01 08:20:30,37.769023,-122.41844,41,13.16,118,-0.11,-1.49,2.36,Straight,2.56,drowsy,needs_maintenance,truck
2024-01-01 08:20:35,37.770292,-122.411401,126,91.61,111,-0.61,-0.46,-0.27,Right,0.84,awake,needs_maintenance,truck
2024-01-01 08:20:40,37.775758,-122.426576,53,10.51,78,2.41,2.97,-2.74,Left,2.33,drowsy,needs_maintenance,SUV
2024-01-01 08:20:45,37.779256,-122.425654,77,59.48,76,2.98,-1.66,-2.67,Left,1.52,distracted,normal,SUV
2024-01-01 08:20:50,37.775149,-122.414198,89,47.48,75,-0.53,-1.98,1.66,Left,0.69,awake,normal,SUV
2024-01-01 08:20:55,37.767086,-122.424302,81,97.77,63,-0.6,2.64,-0.64,Right,2.61,drowsy,normal,sedan
2024-01-01 08:21:00,37.784429,-122.417061,64,20.74,123,0.73,-1.64,0.24,Straight,1.23,awake,needs_maintenance,truck
2024-01-01 08:21:05,37.780685,-122.418361,104,27.85,62,-2.19,-1.19,-1.0,Right,0.89,awake,normal,SUV
2024-01-01 08:21:10,37.783123,-122.428606,88,11.43,83,2.86,0.08,2.52,Right,3.0,drowsy,needs_maintenance,SUV
2024-01-01 08:21:15,37.7815,-122.41805,63,32.93,79,-0.19,-0.29,-1.63,Straight,1.6,awake,normal,SUV
2024-01-01 08:21:20,37.768614,-122.421738,33,45.05,99,2.37,1.59,-1.2,Left,2.33,drowsy,normal,SUV
2024-01-01 08:21:25,37.782301,-122.426704,92,17.47,90,0.0,-0.31,2.68,Straight,1.81,awake,needs_maintenance,SUV
2024-01-01 08:21:30,37.781319,-122.422542,73,15.47,103,-1.94,-2.46,0.87,Right,1.22,distracted,needs_maintenance,truck
2024-01-01 08:21:35,37.774562,-122.425633,121,69.16,70,-2.76,1.01,2.5,Right,2.82,drowsy,normal,sedan
2024-01-01 08:21:40,37.775144,-122.412083,103,38.16,122,-2.46,-1.67,2.72,Straight,1.78,awake,needs_maintenance,truck
2024-01-01 08:21:45,37.768994,-122.427036,34,62.93,126,0.19,1.86,-1.69,Straight,2.18,drowsy,needs_maintenance,truck
2024-01-01 08:21:50,37.784403,-122.418556,5,35.76,111,1.06,-0.85,-1.71,Left,2.09,drowsy,needs_maintenance,truck
2024-01-01 08:21:55,37.771424,-122.411888,52,58.75,91,2.3,1.27,0.91,Straight,2.44,drowsy,normal,SUV
2024-01-01 08:22:00,37.778684,-122.412271,73,77.37,98,2.63,-2.87,0.1,Left,0.15,awake,normal,SUV
2024-01-01 08:22:05,37.769273,-122.420358,63,38.39,94,-2.9,-2.24,0.83,Left,0.6,awake,normal,SUV
2024-01-01 08:22:10,37.775021,-122.416296,131,53.02,67,0.11,2.93,-2.6,Right,2.46,drowsy,normal,SUV
2024-01-01 08:22:15,37.774047,-122.418203,112,26.95,128,-0.49,-0.72,-1.6,Left,1.83,distracted,needs_maintenance,truck
2024-01-01 08:22:20,37.768497,-122.418315,102,49.02,69,-2.54,-1.01,1.94,Left,0.19,awake,normal,SUV
2024-01-01 08:22:25,37.76965,-122.428699,108,77.27,68,-1.04,2.83,2.6,Straight,1.85,awake,normal,sedan
2024-01-01 08:22:30,37.765267,-122.413515,93,70.77,105,-2.74,-0.25,-1.66,Straight,1.74,awake,normal,truck
2024-01-01 08:22:35,37.765503,-122.421174,9,97.72,94,-0.9,-2.32,-1.23,Straight,1.65,awake,normal,SUV
2024-01-01 08:22:40,37.771983,-122.420996,25,94.55,124,0.28,0.95,-0.45,Straight,2.38,drowsy,needs_maintenance,truck
2024-01-01 08:22:45,37.765924,-122.411828,113,23.46,104,-1.68,-2.26,0.39,Straight,0.12,awake,normal,truck
2024-01-01 08:22:50,37.77418,-122.416808,43,21.74,128,-0.04,1.14,-2.68,Right,2.74,drowsy,needs_maintenance,truck
2024-01-01 08:22:55,37.775535,-122.409918,15,48.62,113,1.41,-2.71,-1.19,Right,0.58,awake,needs_maintenance,truck
2024-01-01 08:23:00,37.779616,-122.415848,33,27.53,74,0.78,-1.46,2.45,Left,1.35,distracted,normal,SUV
2024-01-01 08:23:05,37.776561,-122.428011,47,11.48,74,-2.74,-0.2,1.5,Straight,1.69,awake,needs_maintenance,SUV
2024-01-01 08:23:10,37.773032,-122.427387,91,38.73,82,-0.09,0.37,0.67,Left,1.15,distracted,normal,SUV
2024-01-01 08:23:15,37.774512,-122.426378,22,55.59,101,-0.96,1.91,-0.33,Left,2.16,drowsy,normal,truck
2024-01-01 08:23:20,37.784484,-122.425267,54,91.61,117,1.85,2.81,-1.84,Straight,1.87,awake,needs_maintenance,truck
2024-01-01 08:23:25,37.778113,-122.415718,71,97.34,110,-0.36,0.76,-0.4,Left,2.15,drowsy,normal,truck
2024-01-01 08:23:30,37.771801,-122.429291,130,63.82,111,-2.88,-1.06,-0.13,Right,2.06,drowsy,needs_maintenance,truck
2024-01-01 08:23:35,37.766269,-122.417465,17,97.87,115,-0.54,-0.44,1.54,Right,1.16,distracted,needs_maintenance,truck
2024-01-01 08:23:40,37.765171,-122.426635,113,14.53,78,-0.46,-2.55,-1.36,Right,1.98,distracted,needs_maintenance,SUV
2024-01-01 08:23:45,37.779052,-122.413348,9,20.45,101,-1.33,-1.74,-1.06,Left,0.27,awake,normal,truck
2024-01-01 08:23:50,37.77598,-122.423214,130,26.63,113,0.21,0.4,0.87,Left,0.23,awake,needs_maintenance,truck
2024-01-01 08:23:55,37.781505,-122.417308,7,99.1,62,0.82,-0.15,2.37,Left,2.16,drowsy,normal,sedan
2024-01-01 08:24:00,37.783286,-122.419538,54,91.38,98,-1.36,1.02,0.96,Left,0.22,awake,normal,SUV
2024-01-01 08:24:05,37.765168,-122.420053,126,51.93,76,-1.91,-1.83,-0.96,Right,1.46,distracted,normal,SUV
2024-01-01 08:24:10,37.77147,-122.423047,0,54.42,106,1.75,2.32,-2.31,Right,2.82,drowsy,normal,truck
2024-01-01 08:24:15,37.77991,-122.416841,46,71.97,122,-1.15,0.65,-0.11,Right,1.17,distracted,needs_maintenance,truck
2024-01-01 08:24:20,37.780107,-122.410004,2,42.08,88,-0.36,0.94,0.48,Right,1.55,distracted,normal,SUV
2024-01-01 08:24:25,37.783275,-122.428539,105,11.89,60,0.73,2.01,-2.78,Left,2.92,drowsy,needs_maintenance,SUV
2024-01-01 08:24:30,37.782786,-122.418957,34,86.24,78,0.82,2.7,1.33,Right,2.8,drowsy,normal,sedan
2024-01-01 08:24:35,37.765523,-122.411956,59,83.74,127,1.9,-2.39,-0.95,Left,1.65,distracted,needs_maintenance,truck
2024-01-01 08:24:40,37.780189,-122.419121,63,34.03,61,1.0,-0.3,2.0,Right,1.88,distracted,normal,SUV
2024-01-01 08:24:45,37.775858,-122.423781,117,94.94,63,0.34,-1.54,1.98,Straight,1.89,awake,normal,sedan
2024-01-01 08:24:50,37.78168,-122.422929,24,78.26,79,-0.17,1.04,1.3,Left,0.76,awake,normal,sedan
2024-01-01 08:24:55,37.776751,-122.423863,106,89.36,70,-2.68,1.06,0.08,Right,1.52,distracted,normal,sedan
2024-01-01 08:25:00,37.779831,-122.427049,76,91.85,92,-1.74,-2.87,1.7,Right,0.56,awake,normal,SUV
2024-01-01 08:25:05,37.772675,-122.420664,115,24.72,90,2.76,-0.4,-0.88,Straight,0.88,awake,normal,SUV
2024-01-01 08:25:10,37.773823,-122.421562,62,35.32,112,-2.73,-2.82,2.37,Straight,2.33,drowsy,needs_maintenance,truck
2024-01-01 08:25:15,37.773428,-122.426547,60,35.74,111,2.04,1.45,2.48,Left,2.89,drowsy,needs_maintenance,truck
2024-01-01 08:25:20,37.784397,-122.41452,120,74.25,100,-2.19,-0.82,-1.29,Straight,2.13,drowsy,normal,SUV
2024-01-01 08:25:25,37.767573,-122.421431,86,38.87,68,-2.67,-1.32,-0.31,Straight,2.8,drowsy,normal,SUV
2024-01-01 08:25:30,37.769932,-122.428303,36,16.81,130,-2.86,1.34,2.84,Right,0.5,awake,needs_maintenance,truck
2024-01-01 08:25:35,37.781884,-122.413125,47,28.67,96,-2.17,0.63,-1.65,Left,1.59,distracted,normal,SUV
2024-01-01 08:25:40,37.769881,-122.414469,29,32.88,60,-2.87,0.38,-1.93,Left,1.84,distracted,normal,SUV
2024-01-01 08:25:45,37.768527,-122.412166,108,54.07,63,1.5,-1.93,-1.98,Straight,0.2,awake,normal,SUV
2024-01-01 08:25:50,37.782976,-122.416495,21,59.84,90,-0.3,-2.64,-0.63,Straight,2.79,drowsy,normal,SUV
2024-01-01 08:25:55,37.766847,-122.41898,5,97.43,60,-0.93,-2.75,1.85,Right,0.67,awake,normal,sedan
2024-01-01 08:26:00,37.78261,-122.414246,55,32.92,98,-0.26,-2.99,-1.5,Straight,1.34,awake,normal,SUV
2024-01-01 08:26:05,37.772755,-122.409905,139,27.16,77,-2.57,-0.78,-2.34,Left,0.12,awake,normal,SUV
2024-01-01 08:26:10,37.779362,-122.419147,84,83.58,78,-2.05,-1.61,-2.35,Left,0.47,awake,normal,sedan
2024-01-01 08:26:15,37.764928,-122.418178,52,91.37,115,2.7,-2.45,1.62,Left,1.68,distracted,needs_maintenance,truck
2024-01-01 08:26:20,37.779765,-122.41897,57,89.65,93,-1.63,-2.26,2.38,Straight,2.93,drowsy,normal,SUV
2024-01-01 08:26:25,37.775164,-122.417678,76,97.56,83,-1.11,-1.68,-1.89,Right,0.59,awake,normal,SUV
2024-01-01 08:26:30,37.766467,-122.419145,131,45.09,77,2.03,0.49,-0.1,Straight,0.96,awake,normal,SUV
2024-01-01 08:26:35,37.78262,-122.428229,54,44.82,103,2.28,0.48,-2.18,Right,1.47,distracted,normal,truck
2024-01-01 08:26:40,37.766607,-122.428659,34,20.75,89,-2.37,-1.55,-2.31,Straight,2.8,drowsy,normal,SUV
2024-01-01 08:26:45,37.783965,-122.427082,79,49.33,118,-1.54,0.31,-0.83,Right,0.47,awake,needs_maintenance,truck
2024-01-01 08:26:50,37.772375,-122.410754,16,11.15,125,-1.76,2.66,-2.72,Right,0.27,awake,needs_maintenance,truck
2024-01-01 08:26:55,37.777077,-122.425995,31,82.13,108,1.92,-2.86,0.29,Left,2.34,drowsy,normal,truck
2024-01-01 08:27:00,37.783998,-122.418122,60,60.39,121,-0.97,1.68,0.35,Straight,1.04,awake,needs_maintenance,truck
2024-01-01 08:27:05,37.773619,-122.424064,137,94.22,112,-0.43,0.48,-1.87,Left,1.43,distracted,needs_maintenance,truck
2024-01-01 08:27:10,37.782615,-122.42729,48,40.71,92,0.46,-2.15,0.11,Left,2.37,drowsy,normal,SUV
2024-01-01 08:27:15,37.776274,-122.410513,51,72.33,63,1.29,-1.72,2.97,Left,2.24,drowsy,normal,sedan
2024-01-01 08:27:20,37.765977,-122.415199,43,59.32,112,-2.27,-0.5,-1.9,Straight,1.02,awake,needs_maintenance,truck
2024-01-01 08:27:25,37.767526,-122.422237,5,81.42,67,1.74,-0.42,-1.51,Left,2.27,drowsy,normal,sedan
2024-01-01 08:27:30,37.777996,-122.419643,127,10.57,86,-0.26,0.54,-0.3,Right,2.47,drowsy,needs_maintenance,SUV
2024-01-01 08:27:35,37.771061,-122.411176,109,90.47,83,2.49,2.49,-0.58,Right,0.95,awake,normal,SUV
2024-01-01 08:27:40,37.774962,-122.423248,140,10.04,82,1.88,-1.33,2.69,Straight,0.94,awake,needs_maintenance,SUV
2024-01-01 08:27:45,37.782922,-122.426706,33,96.91,108,-2.87,-2.66,1.15,Straight,2.69,drowsy,normal,truck
2024-01-01 08:27:50,37.768938,-122.414418,69,23.26,66,0.44,-2.24,1.29,Left,1.3,distracted,normal,SUV
2024-01-01 08:27:55,37.773321,-122.419043,37,49.07,93,-2.85,1.03,-2.42,Left,1.17,distracted,normal,SUV
2024-01-01 08:28:00,37.784179,-122.423994,31,91.67,61,-1.17,0.53,2.15,Right,2.79,drowsy,normal,sedan
2024-01-01 08:28:05,37.781496,-122.412786,134,95.48,66,1.72,0.22,-0.81,Straight,0.76,awake,normal,sedan
2024-01-01 08:28:10,37.77957,-122.41522,106,43.28,85,2.19,0.41,-1.95,Left,0.57,awake,normal,SUV
2024-01-01 08:28:15,37.782108,-122.411343,44,20.02,117,0.12,-2.04,-0.72,Left,1.01,distracted,needs_maintenance,truck
2024-01-01 08:28:20,37.765761,-122.413999,72,49.86,101,2.67,0.34,2.74,Left,2.88,drowsy,normal,truck
2024-01-01 08:28:25,37.775155,-122.421707,107,66.0,74,0.79,0.92,-0.79,Left,2.32,drowsy,normal,sedan
2024-01-01 08:28:30,37.766876,-122.42461,1,94.76,130,-1.67,-2.1,2.44,Right,0.29,awake,needs_maintenance,truck
2024-01-01 08:28:35,37.777568,-122.427209,117,92.81,72,1.54,-2.07,-0.64,Left,2.25,drowsy,normal,sedan
2024-01-01 08:28:40,37.783819,-122.423154,31,75.61,98,-2.11,0.76,2.19,Right,1.82,distracted,normal,SUV
2024-01-01 08:28:45,37.776966,-122.428761,79,88.3,115,-2.56,-1.35,0.58,Left,0.64,awake,needs_maintenance,truck
2024-01-01 08:28:50,37.76965,-122.41173,130,53.72,108,1.64,-1.64,-1.14,Left,1.12,distracted,normal,truck
2024-01-01 08:28:55,37.780924,-122.42883,70,79.26,112,-1.71,2.16,2.47,Straight,2.99,drowsy,needs_maintenance,truck
2024-01-01 08:29:00,37.773854,-122.423796,137,79.08,77,0.36,-0.26,-0.14,Straight,0.13,awake,normal,sedan
2024-01-01 08:29:05,37.776694,-122.429047,109,84.44,74,-1.95,0.01,-0.7,Left,0.46,awake,normal,sedan
2024-01-01 08:29:10,37.778318,-122.421195,53,37.13,117,-2.33,1.11,1.34,Straight,2.19,drowsy,needs_maintenance,truck
2024-01-01 08:29:15,37.771883,-122.42453,101,98.71,79,-2.7,2.49,2.49,Right,1.28,distracted,normal,sedan
2024-01-01 08:29:20,37.768806,-122.427439,92,34.89,83,-2.66,1.79,0.72,Left,2.18,drowsy,normal,SUV
2024-01-01 08:29:25,37.78383,-122.411615,123,60.45,105,-0.01,-2.35,-2.15,Straight,1.32,awake,normal,truck
2024-01-01 08:29:30,37.777891,-122.416771,124,53.64,129,-0.09,2.34,1.33,Straight,0.32,awake,needs_maintenance,truck
2024-01-01 08:29:35,37.777098,-122.417559,68,25.21,111,1.13,-0.98,-2.33,Left,1.88,distracted,needs_maintenance,truck
2024-01-01 08:29:40,37.768721,-122.4115,85,53.76,104,-0.54,-1.25,-1.86,Straight,2.06,drowsy,normal,truck
2024-01-01 08:29:45,37.772235,-122.418636,106,37.42,84,1.74,-0.26,-1.77,Straight,0.89,awake,normal,SUV
2024-01-01 08:29:50,37.776586,-122.413574,65,10.73,126,0.44,2.03,1.88,Right,2.58,drowsy,needs_maintenance,truck
2024-01-01 08:29:55,37.780405,-122.417433,31,37.47,69,2.4,-2.22,-2.14,Straight,2.46,drowsy,normal,SUV
2024-01-01 08:30:00,37.779972,-122.426023,47,82.7,87,1.14,-0.55,-2.16,Straight,2.31,drowsy,normal,SUV
2024-01-01 08:30:05,37.765167,-122.418871,4,95.29,98,2.04,-0.54,0.82,Left,1.45,distracted,normal,SUV
2024-01-01 08:30:10,37.782705,-122.414655,104,32.1,116,0.64,-2.51,-2.67,Right,0.53,awake,needs_maintenance,truck
2024-01-01 08:30:15,37.774167,-122.418561,21,69.82,101,-2.36,-1.82,-1.97,Left,2.52,drowsy,normal,truck
2024-01-01 08:30:20,37.775497,-122.414123,74,31.62,109,-1.01,-2.11,-1.76,Straight,2.97,drowsy,normal,truck
2024-01-01 08:30:25,37.766818,-122.415337,126,63.09,72,1.18,2.04,-0.13,Straight,1.68,awake,normal,sedan
2024-01-01 08:30:30,37.765873,-122.41538,49,41.0,103,-0.77,-2.68,-1.09,Right,2.97,drowsy,normal,truck
2024-01-01 08:30:35,37.782634,-122.414597,113,70.4,124,-1.1,0.14,2.16,Right,0.95,awake,needs_maintenance,truck
2024-01-01 08:30:40,37.780531,-122.412211,111,48.37,85,0.8,-0.92,0.86,Straight,2.37,drowsy,normal,SUV
2024-01-01 08:30:45,37.776345,-122.412461,86,68.88,61,0.4,-2.0,-0.53,Right,0.92,awake,normal,sedan
2024-01-01 08:30:50,37.771883,-122.428601,3,66.99,79,1.24,-0.77,0.06,Right,1.19,distracted,normal,sedan
2024-01-01 08:30:55,37.76533,-122.420505,93,53.7,83,-0.33,-0.1,0.8,Left,0.22,awake,normal,SUV
2024-01-01 08:31:00,37.777552,-122.411169,98,72.33,89,-2.33,-2.3,-2.53,Straight,1.66,awake,normal,SUV
2024-01-01 08:31:05,37.768856,-122.413461,104,29.88,121,-1.43,1.77,-1.44,Straight,1.89,awake,needs_maintenance,truck
2024-01-01 08:31:10,37.773883,-122.410528,103,51.07,128,-0.38,1.41,-0.43,Straight,0.24,awake,needs_maintenance,truck
2024-01-01 08:31:15,37.77374,-122.41442,37,37.64,110,-0.02,1.37,2.44,Straight,2.1,drowsy,normal,truck
2024-01-01 08:31:20,37.77054,-122.426037,131,29.79,118,2.59,2.12,-1.19,Left,1.06,distracted,needs_maintenance,truck
2024-01-01 08:31:25,37.77544,-122.420534,120,70.7,62,-2.54,0.45,0.05,Right,2.18,drowsy,normal,sedan
2024-01-01 08:31:30,37.776426,-122.429163,121,17.63,92,-0.7,1.84,2.27,Left,0.15,awake,needs_maintenance,SUV
2024-01-01 08:31:35,37.779906,-122.418601,2,87.81,106,-2.15,-1.13,1.73,Right,2.4,drowsy,normal,truck
2024-01-01 08:31:40,37.775692,-122.416919,84,18.43,87,-0.4,2.64,-0.45,Right,2.83,drowsy,needs_maintenance,SUV
2024-01-01 08:31:45,37.783909,-122.423123,134,43.2,98,-1.03,0.13,1.61,Straight,1.57,awake,normal,SUV
2024-01-01 08:31:50,37.772618,-122.420138,89,63.66,128,1.16,-2.37,1.51,Right,0.44,awake,needs_maintenance,truck
2024-01-01 08:31:55,37.782139,-122.419221,64,57.6,106,2.09,-1.59,1.38,Right,0.43,awake,normal,truck
2024-01-01 08:32:00,37.773763,-122.427784,58,11.85,112,-1.28,-0.5,1.5,Straight,2.46,drowsy,needs_maintenance,truck
2024-01-01 08:32:05,37.778033,-122.426503,116,65.75,76,-0.14,1.7,-0.41,Left,0.56,awake,normal,sedan
2024-01-01 08:32:10,37.781293,-122.426405,79,14.78,88,0.87,2.49,2.94,Left,0.67,awake,needs_maintenance,SUV
2024-01-01 08:32:15,37.776271,-122.420278,129,76.34,90,-1.37,-1.26,2.13,Right,2.05,drowsy,normal,SUV
2024-01-01 08:32:20,37.783815,-122.416308,70,72.95,92,-1.2,-2.61,-2.6,Right,1.26,distracted,normal,SUV
2024-01-01 08:32:25,37.780707,-122.425308,134,68.37,98,-2.66,-2.1,-0.43,Straight,0.73,awake,normal,SUV
2024-01-01 08:32:30,37.767212,-122.420062,82,20.09,73,2.39,2.96,0.88,Left,1.51,distracted,normal,SUV
2024-01-01 08:32:35,37.768241,-122.427454,38,15.25,60,1.83,-0.96,-0.63,Straight,2.21,drowsy,needs_maintenance,SUV
2024-01-01 08:32:40,37.766862,-122.41903,23,92.91,116,0.71,-0.92,2.7,Left,2.13,drowsy,needs_maintenance,truck
2024-01-01 08:32:45,37.783608,-122.425795,80,70.45,79,-0.29,2.27,-2.8,Left,1.22,distracted,normal,sedan
2024-01-01 08:32:50,37.772161,-122.428768,82,59.47,63,-1.72,-1.47,1.04,Left,0.35,awake,normal,SUV
2024-01-01 08:32:55,37.767665,-122.412977,46,28.13,88,-1.09,-2.98,1.45,Straight,0.98,awake,normal,SUV
2024-01-01 08:33:00,37.765735,-122.427098,124,31.57,118,-2.59,-1.96,2.21,Right,3.0,drowsy,needs_maintenance,truck
2024-01-01 08:33:05,37.775837,-122.413373,11,15.7,105,2.46,-2.89,-1.85,Left,1.29,distracted,needs_maintenance,truck
2024-01-01 08:33:10,37.76932,-122.415767,109,43.66,63,2.42,-0.62,-2.95,Right,0.73,awake,normal,SUV
2024-01-01 08:33:15,37.78195,-122.412605,76,96.11,87,2.03,1.79,-0.05,Right,2.7,drowsy,normal,SUV
2024-01-01 08:33:20,37.781973,-122.409709,138,67.11,123,1.71,1.1,-2.16,Straight,0.47,awake,needs_maintenance,truck
2024-01-01 08:33:25,37.776709,-122.41482,84,43.97,63,2.49,-0.66,2.69,Straight,1.08,awake,normal,SUV
2024-01-01 08:33:30,37.773901,-122.427025,120,69.51,108,2.64,-2.42,-2.96,Left,1.3,distracted,normal,truck
2024-01-01 08:33:35,37.764961,-122.424876,112,13.24,120,-2.11,2.07,-0.59,Right,0.45,awake,needs_maintenance,truck
2024-01-01 08:33:40,37.766221,-122.420004,57,38.73,83,-1.0,1.58,1.77,Right,1.49,distracted,normal,SUV
2024-01-01 08:33:45,37.775416,-122.419877,29,56.69,122,1.37,-0.4,0.64,Right,1.1,distracted,needs_maintenance,truck
2024-01-01 08:33:50,37.769671,-122.421466,10,25.63,72,1.97,-2.91,-0.99,Left,0.38,awake,normal,SUV
2024-01-01 08:33:55,37.778481,-122.426307,84,68.95,119,0.03,2.57,1.81,Right,0.28,awake,needs_maintenance,truck
2024-01-01 08:34:00,37.781021,-122.426992,116,71.53,104,2.03,0.02,1.57,Right,2.65,drowsy,normal,truck
2024-01-01 08:34:05,37.779306,-122.419376,65,58.25,82,2.88,-1.83,-0.23,Right,2.76,drowsy,normal,SUV
2024-01-01 08:34:10,37.775387,-122.412246,21,55.83,65,1.26,-2.89,0.34,Left,1.6,distracted,normal,SUV
2024-01-01 08:34:15,37.772237,-122.419577,89,13.98,80,-0.31,2.15,1.95,Straight,1.31,awake,needs_maintenance,SUV
2024-01-01 08:34:20,37.76948,-122.424564,16,54.57,63,-2.48,0.86,1.83,Straight,1.02,awake,normal,SUV
2024-01-01 08:34:25,37.765568,-122.418841,93,89.07,88,-0.09,0.74,2.98,Left,0.3,awake,normal,SUV
2024-01-01 08:34:30,37.784673,-122.42007,84,36.28,62,1.68,0.4,-2.47,Left,1.98,distracted,normal,SUV
2024-01-01 08:34:35,37.780113,-122.414128,77,90.01,102,0.58,2.62,-0.52,Right,1.91,distracted,normal,truck
2024-01-01 08:34:40,37.783836,-122.419535,60,90.83,106,0.28,2.86,-1.65,Left,2.07,drowsy,normal,truck
2024-01-01 08:34:45,37.779026,-122.415541,20,15.13,110,-1.6,-1.66,-1.59,Straight,2.69,drowsy,needs_maintenance,truck
2024-01-01 08:34:50,37.768655,-122.420129,32,19.22,98,1.23,0.06,-1.48,Right,2.51,drowsy,needs_maintenance,SUV
2024-01-01 08:34:55,37.779333,-122.429116,14,65.08,81,1.69,1.29,1.7,Straight,0.12,awake,normal,SUV
2024-01-01 08:35:00,37.774116,-122.416607,73,93.54,70,2.24,0.08,2.18,Straight,0.59,awake,normal,sedan
2024-01-01 08:35:05,37.766669,-122.424747,138,54.28,92,2.49,1.4,0.18,Straight,0.32,awake,normal,SUV
2024-01-01 08:35:10,37.767134,-122.411768,119,35.7,113,0.6,0.94,-1.97,Straight,1.54,awake,needs_maintenance,truck
2024-01-01 08:35:15,37.774572,-122.423575,118,56.93,66,-0.3,-1.83,-1.01,Left,1.32,distracted,normal,SUV
